94	622	1
94	6700	1
94	7438	1
94	9432	1
94	11257	1
94	12054	1
94	13341	4
94	13507	1
94	16895	1
94	19817	1
94	21792	1
94	22340	1
94	22399	1
94	22519	1
94	24767	1
94	25185	1
94	25274	1
94	25533	1
94	26553	2
94	28752	1
94	36847	1
94	39930	1
94	47731	1
94	48141	2
94	51410	1
94	51450	1
94	51746	1
94	52081	1
94	53276	2
94	54144	2
94	54448	3
94	55081	1
94	55771	1
94	58623	1
94	60725	2
94	61677	1
94	63067	1
94	63681	2
94	65006	2
94	66223	1
94	66936	1
94	68829	3
94	72012	1
94	72602	3
94	74921	1
94	82130	1
94	83595	4
94	86035	1
94	87113	1
94	87427	2
94	96641	1
94	97115	2
94	99062	1
94	115696	1
94	118067	2
104	938	1
104	1714	1
104	1729	1
104	2336	1
104	5580	1
104	6700	1
104	9261	1
104	12622	1
104	12637	1
104	16903	1
104	22654	1
104	30459	1
104	32223	1
104	32304	1
104	37989	1
104	44915	1
104	46126	1
104	47845	1
104	49286	1
104	52695	1
104	54372	1
104	54467	1
104	55664	1
104	60065	1
104	63332	1
104	68667	1
104	71880	1
104	73086	1
104	78221	1
104	78276	1
104	79789	1
104	83595	2
104	89563	2
104	92589	1
104	99062	1
104	101526	1
104	103736	1
104	114041	1
104	116043	1
112	1758	1
112	2833	1
112	3790	1
112	8118	1
112	9633	2
112	14721	1
112	19890	1
112	22399	2
112	23657	1
112	29216	1
112	34180	1
112	36485	1
112	44915	1
112	46019	1
112	48186	1
112	50647	1
112	54144	1
112	56848	1
112	57019	1
112	57032	1
112	59635	1
112	66021	1
112	66627	1
112	68374	1
112	68387	1
112	93646	1
112	95250	1
112	101851	2
112	103307	1
112	103431	1
112	104407	1
112	104748	1
112	105896	1
112	107553	1
112	109044	1
112	109096	1
112	112372	1
112	115696	1
112	117831	1
112	120568	1
234	1425	1
234	3905	1
234	6938	1
234	8124	1
234	8650	1
234	10394	2
234	10522	1
234	10697	1
234	11746	1
234	12527	1
234	13040	1
234	13648	1
234	17266	1
234	20210	1
234	20460	1
234	21155	1
234	22738	1
234	24034	3
234	25679	1
234	26387	1
234	26885	1
234	26996	1
234	27396	1
234	27529	1
234	28294	1
234	29486	1
234	29506	1
234	29731	1
234	29762	2
234	30353	1
234	30612	1
234	31043	2
234	31547	1
234	33389	2
234	34452	1
234	35505	1
234	35637	1
234	36358	1
234	37336	1
234	40499	1
234	41400	1
234	41809	1
234	44696	1
234	44725	1
234	45139	2
234	48888	1
234	50715	1
234	54020	1
234	54038	27
234	54570	1
234	54684	2
234	55104	2
234	56617	2
234	56618	2
234	57395	1
234	62177	1
234	63208	3
234	63887	3
234	64489	1
234	64870	1
234	66021	1
234	72806	1
234	74471	1
234	76594	1
234	77391	1
234	82045	1
234	83474	1
234	84758	1
234	84796	2
234	85919	1
234	86879	1
234	87274	2
234	87538	1
234	87552	1
234	88422	1
234	88579	1
234	88660	1
234	90065	1
234	90746	1
234	91440	1
234	92901	1
234	93018	1
234	93646	2
234	94185	1
234	94490	1
234	95359	1
234	97962	1
234	98278	2
234	98984	2
234	99410	1
234	99899	1
234	101326	1
234	102000	1
234	102036	1
234	106166	1
234	106431	3
234	106464	1
234	106478	1
234	106932	1
234	107038	3
234	107109	1
234	107725	1
234	108753	1
234	109204	1
234	109994	1
234	110155	1
234	110204	1
234	110268	1
234	115325	1
234	116654	1
234	117336	1
234	119155	1
253	363	8
253	546	1
253	639	12
253	938	24
253	3290	2
253	6646	1
253	6847	1
253	7500	1
253	8130	1
253	8807	1
253	9010	1
253	9261	37
253	12527	1
253	12772	1
253	13086	1
253	14719	1
253	14819	1
253	16481	1
253	19174	1
253	19501	1
253	21792	2
253	22213	1
253	22323	1
253	22399	1
253	22459	1
253	23144	1
253	23210	1
253	24377	2
253	25971	1
253	26461	1
253	26675	1
253	27172	1
253	27774	1
253	28867	1
253	31111	1
253	31722	1
253	36286	1
253	37672	2
253	39467	1
253	41186	1
253	41550	1
253	42556	1
253	43752	1
253	43901	1
253	45950	1
253	46719	1
253	50950	1
253	52110	1
253	52446	2
253	52451	1
253	52566	1
253	52773	2
253	53588	1
253	54144	1
253	54169	1
253	54372	1
253	54448	1
253	56074	2
253	57366	1
253	57880	1
253	57945	1
253	61276	1
253	62395	1
253	63067	1
253	63332	1
253	64381	1
253	66379	1
253	67541	1
253	67670	1
253	68139	1
253	68365	1
253	68374	1
253	68596	1
253	68616	1
253	69948	1
253	70367	5
253	70672	2
253	71416	1
253	72545	5
253	72556	1
253	74609	1
253	77287	1
253	78319	10
253	78586	1
253	80654	1
253	81931	1
253	82555	1
253	82559	1
253	86103	1
253	88320	1
253	89053	2
253	89812	1
253	91267	1
253	92436	1
253	92716	2
253	93154	1
253	93883	1
253	94469	1
253	95207	1
253	95733	1
253	96690	1
253	97069	1
253	98123	1
253	99102	1
253	100367	1
253	103057	1
253	103736	1
253	103760	3
253	104694	2
253	105494	1
253	110246	1
253	110775	1
253	112594	1
253	113822	1
253	114429	1
253	115696	1
253	115738	1
253	116101	6
253	116102	8
253	116806	1
253	117047	2
253	117631	1
253	118067	2
253	118183	2
253	120116	1
342	363	4
342	738	1
342	1034	1
342	2336	1
342	2434	1
342	3290	1
342	3697	1
342	5275	1
342	6370	1
342	6442	1
342	6909	1
342	6938	3
342	7438	1
342	9966	1
342	10182	1
342	11257	1
342	13691	1
342	14277	1
342	14341	1
342	14568	1
342	16175	1
342	16201	1
342	16481	1
342	16903	1
342	17054	1
342	18799	1
342	19412	1
342	19501	1
342	20817	1
342	21098	1
342	21209	1
342	21792	1
342	21982	1
342	23144	1
342	23147	3
342	23210	31
342	26546	1
342	27241	2
342	27396	1
342	27915	1
342	28294	3
342	28496	1
342	30564	1
342	30687	2
342	30945	2
342	32370	1
342	33389	1
342	34233	1
342	34485	1
342	34999	1
342	36485	2
342	36673	1
342	36722	1
342	36788	1
342	37143	1
342	37989	1
342	39443	1
342	39467	1
342	40105	1
342	41169	1
342	41953	1
342	41976	1
342	43567	1
342	45019	1
342	45752	1
342	46052	1
342	47112	1
342	48220	1
342	49885	1
342	52836	1
342	53276	1
342	53588	1
342	54448	2
342	55771	1
342	57880	1
342	58656	1
342	60403	1
342	62008	2
342	62400	1
342	62791	1
342	62860	1
342	64246	1
342	64489	1
342	65326	1
342	66021	2
342	66172	1
342	66831	1
342	67064	1
342	67167	1
342	67565	1
342	68829	1
342	68922	1
342	69024	1
342	69650	1
342	69948	1
342	70680	1
342	72382	1
342	72431	1
342	73054	1
342	73639	1
342	74273	1
342	75659	2
342	79715	1
342	81371	1
342	81734	1
342	81810	1
342	83595	2
342	83825	1
342	84019	1
342	85173	1
342	86103	1
342	88517	1
342	88846	1
342	88971	1
342	89053	3
342	89306	1
342	90013	2
342	90160	1
342	90268	2
342	90513	1
342	90597	1
342	91625	1
342	92142	1
342	92981	1
342	93343	1
342	93869	1
342	93883	1
342	94934	1
342	94962	1
342	95867	1
342	96617	1
342	96641	3
342	96690	1
342	96712	1
342	96733	1
342	97069	1
342	97463	1
342	99518	1
342	99803	1
342	99841	1
342	100516	1
342	101049	1
342	101091	1
342	102000	1
342	102124	1
342	102619	1
342	105217	1
342	105298	1
342	106110	1
342	107707	1
342	109096	1
342	111619	1
342	112594	1
342	119137	1
363	436	1
363	459	1
363	683	1
363	938	1
363	1034	1
363	1706	2
363	1729	9
363	1758	1
363	2084	1
363	2318	2
363	2344	1
363	2553	1
363	2663	1
363	3183	1
363	3290	1
363	3472	1
363	4085	1
363	4390	1
363	4510	1
363	5580	1
363	5593	1
363	5622	1
363	5653	1
363	5719	2
363	6370	1
363	6393	3
363	6506	1
363	6555	1
363	6644	1
363	6646	1
363	6675	1
363	6820	1
363	6822	1
363	6858	1
363	7157	2
363	7555	1
363	7833	1
363	8008	1
363	8048	1
363	8405	1
363	8807	1
363	9010	1
363	9244	1
363	9261	3
363	9633	1
363	9721	1
363	10587	2
363	11238	1
363	11257	2
363	11762	1
363	11803	1
363	11806	1
363	11958	1
363	12398	1
363	12527	1
363	13124	1
363	13691	1
363	13895	1
363	13907	1
363	13964	1
363	14055	1
363	14341	2
363	14963	1
363	15274	1
363	15630	1
363	16481	2
363	16487	1
363	17062	1
363	17511	1
363	17514	1
363	17813	1
363	17932	1
363	18144	1
363	18863	1
363	19242	1
363	19293	1
363	19797	1
363	19890	2
363	20098	1
363	20245	1
363	20925	1
